"original_title","date_published","genre","duration","country","language_1","director","writer","actors","description","avg_vote","votes","budget","worlwide_gross_income","reviews_from_users","profit","profit_norm","votes_norm","reviews_norm","avg_vote_norm","age","success","success_norm"
"The Jungle Book",2016-04-14,"Adventure, Drama, Family",106,"UK, USA","English","Jon Favreau","Justin Marks, Rudyard Kipling","Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito, Christopher Walken, Garry Shandling, Brighton Rose, Emjay Anthony, Max Favreau, Chloe Hechter, Asher Blinkoff, Knox Gagnon","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",7.4,254949,1.75e+08,966552003,595,791552003,0.309979741355695,0.0910560803335886,0.0358258492776259,0.333333333333334,4,0.765314930084427,0.266749747842908
"The Conjuring 2",2016-06-23,"Horror, Mystery, Thriller",134,"Canada, USA, UK","English","James Wan","Chad Hayes, Carey W. Hayes","Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito, Benjamin Haigh, Patrick McAuley, Simon McBurney, Maria Doyle Kennedy, Simon Delaney, Franka Potente, Bob Adrian, Robin Atkin Downes, Bonnie Aarons, Javier Botet","Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.",7.3,218066,4e+07,320392818,553,280392818,0.109790867026466,0.0741812867905088,0.0317258883248731,0.291666666666667,4,0.503291355919462,0.174940964060985
"Hardcore Henry",2016-04-13,"Action, Adventure, Sci-Fi",96,"Russia, USA, China","English","Ilya Naishuller","Ilya Naishuller, Will Stewart","Sharlto Copley, Danila Kozlovsky, Haley Bennett, Tim Roth, Andrei Dementiev, Svetlana Ustinova, Darya Charusha, Oleg Poddubnyy, Jack Hahn, Cyrus Arnold, Jake Karlen, Will Stewart, Ilya Naishuller, Martin Cooke, Sergey Chekrygin","Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",6.7,84692,2e+06,16810562,400,14810562,0.00577901625544437,0.0131597127858256,0.0167903162827021,0.0416666666666669,4,0.0762437877956955,0.0253104662272777
"Creed",2016-01-14,"Drama, Sport",133,"USA","English","Ryan Coogler","Ryan Coogler, Aaron Covington","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad, Andre Ward, Tony Bellew, Ritchie Coster, Jacob 'Stitch' Duran, Graham McTavish, Malik Bazille, Ricardo 'Padman' McGill, Gabe Rosado, Wood Harris, Buddy Osborn, Rupal Pujara","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",7.6,241768,3.5e+07,173567581,518,138567581,0.0542468498598645,0.0850254794147009,0.0283092541975791,0.416666666666667,4,0.579889221922954,0.20177960612013
"Spy",2015-07-15,"Action, Comedy, Crime",120,"USA, UK, France, Hungary, Germany","English","Paul Feig","Paul Feig","Jude Law, Raad Rawi, Melissa McCarthy, Jessica Chaffin, Miranda Hart, Sam Richardson, Katie Dippold, Jaime Pacheco, Romain Apelbaum, Allison Janney, Rose Byrne, Richard Brake, Steve Bannos, Morena Baccarin, Jason Statham","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",7,225974,6.5e+07,235666219,498,170666219,0.0668178656946311,0.077799372828485,0.0263568918391253,0.166666666666667,5,0.332680974901879,0.115161871161758
"Crazy Rich Asians",2018-08-15,"Comedy, Drama, Romance",120,"USA","English","Jon M. Chu","Peter Chiarelli, Adele Lim","Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan, Lisa Lu, Awkwafina, Harry Shum Jr., Ken Jeong, Sonoya Mizuno, Chris Pang, Jimmy O. Yang, Ronny Chieng, Remy Hii, Nico Santos, Jing Lusi","This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",6.9,133010,3e+07,238538736,1135,208538736,0.0816501464571192,0.0352662733805313,0.0885396329558766,0.125,2,0.328028486002617,0.113531714986837
"Room",2016-03-03,"Drama, Thriller",118,"Canada, Ireland, UK, USA","English","Lenny Abrahamson","Emma Donoghue, Emma Donoghue","Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson, Sandy McMaster, Matt Gordon, Amanda Brugel, Joe Pingue, Joan Allen, Zarrin Darnell-Martin, Cas Anvar, William H. Macy, Jee-Yun Lee, Randal Edwards, Justin Mader","Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",8.1,357159,1.3e+07,35401758,677,22401758,0.00875200984853131,0.137819430604396,0.0438305349472862,0.625,4,0.80841543826361,0.28185146244597
"Fantastic Beasts and Where to Find Them",2016-11-17,"Adventure, Family, Fantasy",132,"UK, USA","English","David Yates","J.K. Rowling","Eddie Redmayne, Sam Redford, Scott Goldman, Tim Bentinck, Tristan Tait, Colin Farrell, Tom Clarke Hill, Matthew Sim, Katherine Waterston, Samantha Morton, Dan Fogler, Ezra Miller, Faith Wood-Blagrove, Jenn Murray, Cory Peterson","The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.",7.3,398554,1.8e+08,814038508,824,634038508,0.248291621135939,0.15675856458796,0.0581803982819211,0.291666666666667,4,0.746630367485184,0.260202982067346
"It Follows",2016-07-06,"Horror, Mystery, Thriller",100,"USA","English","David Robert Mitchell","David Robert Mitchell","Bailey Spry, Carollette Phillips, Loren Bass, Keir Gilchrist, Maika Monroe, Lili Sepe, Charles Gertner, Debbie Williams, Olivia Luccardi, Jake Weary, Daniel Zovatto, Ruby Harris, Leisa Pulido, D.J. Oliver, Linda Boston","A young woman is followed by an unknown supernatural force after a sexual encounter.",6.8,203299,1e+06,21528593,1008,20528593,0.00801840903730279,0.0674250555660786,0.0761421319796954,0.0833333333333334,4,0.229397115010804,0.0789728923986021
"Sully",2016-12-01,"Biography, Drama",96,"USA","English","Clint Eastwood","Todd Komarnicki, Chesley Sullenberger","Tom Hanks, Aaron Eckhart, Valerie Mahaffey, Delphi Harrington, Mike O'Malley, Jamey Sheridan, Anna Gunn, Holt McCallany, Ahmed Lucan, Laura Linney, Laura Lundy, Onira Tares, Gary Weeks, Katie Couric, Jeff Kober","The story of Chesley ""Sully"" Sullenberger (",7.4,229971,6e+07,240797623,480,180797623,0.070785698850431,0.0796280893046851,0.024599765716517,0.333333333333334,4,0.504338123550305,0.175307734354063
"Little Women",2020-01-09,"Drama, Romance",135,"USA","English","Greta Gerwig","Greta Gerwig, Louisa May Alcott","Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, Laura Dern, Timothée Chalamet, Tracy Letts, Bob Odenkirk, James Norton, Louis Garrel, Jayne Houdyshell, Chris Cooper, Meryl Streep, Rafael Silva, Mason Alban","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",7.8,122387,4e+07,216601214,897,176601214,0.0691422296169963,0.0304060144046309,0.0653065208902772,0.5,0,0.664854764911904,0.231550145622332
"Logan",2017-03-01,"Action, Drama, Sci-Fi",137,"USA","English","James Mangold","James Mangold, Scott Frank","Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook, Stephen Merchant, Elizabeth Rodriguez, Richard E. Grant, Eriq La Salle, Elise Neal, Quincy Fouse, Al Coronel, Frank Gallegos, Anthony Escobar, Reynaldo Gallegos, Krzysztof Soszynski","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",8.1,627493,9.7e+07,619021436,1574,522021436,0.204421585719601,0.261503253440796,0.131393986723936,0.625,3,1.2108752169475,0.422866800168396
"Still Alice",2015-01-16,"Drama",101,"USA, UK, France","English","Richard Glatzer, Wash Westmoreland","Richard Glatzer, Wash Westmoreland","Julianne Moore, Kate Bosworth, Shane McRae, Hunter Parrish, Alec Baldwin, Seth Gilliam, Kristen Stewart, Stephen Kunken, Erin Darke, Daniel Gerroll, Quincy Tyler Bernstine, Maxine Prescott, Orlagh Cassidy, Rosa Arredondo, Zillah Glory","A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.",7.5,124366,5e+06,44779195,250,39779195,0.0155576579789803,0.0313114509586464,0.0021475985942991,0.375,5,0.422423419457976,0.146606159007114
"X-Men: Apocalypse",2016-05-18,"Action, Adventure, Sci-Fi",144,"USA","English","Bryan Singer","Simon Kinberg, Bryan Singer","James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac, Rose Byrne, Evan Peters, Josh Helman, Sophie Turner, Tye Sheridan, Lucas Till, Kodi Smit-McPhee, Ben Hardy, Alexandra Shipp, Lana Condor","In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",6.9,384887,1.78e+08,543934105,835,365934105,0.14329200415893,0.15050560785035,0.0592541975790707,0.125,4,0.469984124764143,0.163270653886573
"Sicario",2015-09-24,"Action, Crime, Drama",121,"USA, Mexico, Hong Kong","English","Denis Villeneuve","Taylor Sheridan","Emily Blunt, Benicio Del Toro, Josh Brolin, Victor Garber, Jon Bernthal, Daniel Kaluuya, Jeffrey Donovan, Raoul Max Trujillo, Julio Cesar Cedillo, Hank Rogerson, Bernardo Saracino, Maximiliano Hernández, Kevin Wiggins, Edgar Arreola, Kim Larrichio","An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.",7.6,360616,3e+07,84872444,729,54872444,0.0214687334637743,0.139401085059794,0.0489066770792659,0.416666666666667,5,0.617476125977164,0.214949443827833
"A Monster Calls",2017-05-18,"Adventure, Drama, Family",108,"UK, Spain, USA","English","J.A. Bayona","Patrick Ness, Patrick Ness","Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell, Ben Moor, James Melville, Oliver Steer, Dominic Boyle, Jennifer Lim, Max Gabbay, Morgan Symes, Max Golds, Frida Palsson, Wanda Opalinska, Patrick Taggart","A boy seeks the help of a tree monster to cope with his single mother's terminal illness.",7.5,78648,4.3e+07,47309313,241,4309313,0.00166633809558514,0.0103944482418792,0.00126903553299492,0.375,3,0.387990108750803,0.134541288936986
"What We Do in the Shadows",2014-06-19,"Comedy, Horror",86,"New Zealand","English","Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi, Jonny Brugh, Cori Gonzalez-Macuer, Stu Rutherford, Ben Fransham, Jackie van Beek, Elena Stejko, Jason Hoyte, Karen O'Leary, Mike Minogue, Chelsie Preston Crayford, Ian Harcourt, Ethel Robinson, Brad Harding","Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",7.7,150662,1600000,6946808,346,5346808,0.0020726595748171,0.0433424563272126,0.011518937914877,0.458333333333333,6,0.512162025212009,0.17804910179888
"War for the Planet of the Apes",2017-07-13,"Action, Adventure, Drama",140,"USA, Canada, New Zealand","English","Matt Reeves","Mark Bomback, Matt Reeves","Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval, Amiah Miller, Terry Notary, Ty Olsson, Michael Adamthwaite, Toby Kebbell, Gabriel Chavarria, Judy Greer, Sara Canning, Devyn Dalton, Aleks Paunovic, Alessandro Juliani","After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",7.4,222173,1.5e+08,490719763,884,340719763,0.133417133687939,0.076060330715391,0.0640374853572823,0.333333333333334,3,0.602767764179208,0.209795873915667
"The Hateful Eight",2016-02-04,"Crime, Drama, Mystery",168,"USA","English","Quentin Tarantino","Quentin Tarantino","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier, Zoë Bell, Lee Horsley, Gene Jones, Keith Jefferson, Craig Stark","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",7.8,499070,4.4e+07,155762510,1450,111762510,0.043748990978966,0.202746872149064,0.119289340101523,0.5,4,0.853399195066069,0.297613036629275
"The Lobster",2015-10-15,"Comedy, Drama, Romance",119,"Ireland, UK, Greece, France, Netherlands, USA","English","Yorgos Lanthimos","Yorgos Lanthimos, Efthymis Filippou","Jacqueline Abrahams, Roger Ashton-Griffiths, Jessica Barden, Olivia Colman, Anthony Dougall, Sean Duggan, Colin Farrell, Roland Ferrandi, James Finnegan, Robert Heaney, Rosanna Hoult, Jaro, Ryac, Ashley Jensen, Kathy Kelly","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",7.2,210179,4240000,15456717,656,11216717,0.00437153340826883,0.0705728087200083,0.0417805544709098,0.25,5,0.361374736447239,0.125215696883369
"Sing",2017-01-04,"Animation, Comedy, Family",108,"Japan, USA","English","Garth Jennings","Garth Jennings","Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly, Taron Egerton, Tori Kelly, Jennifer Saunders, Jennifer Hudson, Garth Jennings, Peter Serafinowicz, Nick Kroll, Beck Bennett, Jay Pharoah, Nick Offerman","In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",7.1,129577,7.5e+07,634154922,278,559154922,0.218964434562785,0.0336955994593917,0.00488090589613432,0.208333333333333,3,0.464750685717018,0.16143694226179
"The Walk",2015-10-22,"Adventure, Biography, Drama",123,"USA","English","Robert Zemeckis","Robert Zemeckis, Christopher Browne","Joseph Gordon-Levitt, Guillaume Baillargeon, Émilie Leclerc, Mark Trafford, Inka Malovic, Lucas Ramacière, Martin Lefebvre, Philippe Bertrand, Laurence Deschênes, Patricia Tulasne, Jean-Robert Bourdage, Sylvie Lemay, Sasha Dominique, Soleyman Pierini, Jade Kindar-Martin","In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",7.3,117458,3.5e+07,61181942,246,26181942,0.0102324699516152,0.0281508871814158,0.00175712612260836,0.291666666666667,5,0.330382958812591,0.114356683831034
"Captain America: Civil War",2016-05-04,"Action, Adventure, Sci-Fi",147,"USA","English","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Daniel Brühl, Frank Grillo","Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.",7.8,644241,2.5e+08,1153332120,1422,903332120,0.353756976415297,0.269165836263763,0.116556032799688,0.5,4,1.22464338897631,0.427690942930717
"Thor: Ragnarok",2017-10-25,"Action, Adventure, Comedy",130,"USA","English","Taika Waititi","Eric Pearson, Craig Kyle","Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, Tadanobu Asano, Ray Stevenson","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",7.9,564511,1.8e+08,853979142,1600,673979142,0.263933853135459,0.232687586414517,0.133932057789926,0.541666666666667,3,1.16154192194236,0.405581218789658
"The Disaster Artist",2018-02-22,"Biography, Comedy, Drama",104,"USA","English","James Franco","Scott Neustadter, Michael H. Weber","Dave Franco, James Franco, Seth Rogen, Ari Graynor, Alison Brie, Jacki Weaver, Paul Scheer, Zac Efron, Josh Hutcherson, June Diane Raphael, Megan Mullally, Jason Mantzoukas, Andrew Santino, Nathan Fielder, Joe Mande","A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.",7.4,133498,1e+07,29820616,399,19820616,0.00774113901489092,0.0354895442437752,0.0166926981647794,0.333333333333334,2,0.392233533533082,0.136028115721838
"Moana",2016-12-22,"Animation, Adventure, Comedy",107,"USA","English","Ron Clements, John Musker","Jared Bush, Ron Clements","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6,260900,1.5e+08,643347400,528,493347400,0.193191770903077,0.0937787953072857,0.0292854353768059,0.416666666666667,4,0.728189428612139,0.25374157806915
"American Made",2017-09-14,"Action, Biography, Comedy",115,"USA, Japan, Colombia","English","Doug Liman","Gary Spinelli","Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons, Caleb Landry Jones, Lola Kirke, Jayma Mays, Alejandro Edda, Benito Martinez, E. Roger Mitchell, Jed Rees, Fredy Yate, Mauricio Mejía, Robert Farrior, Morgan Hinkleman","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",7.2,153394,5e+07,134866593,334,84866593,0.0332155534387947,0.0445924071435696,0.0103475204998048,0.25,3,0.336555289014887,0.11651936759252
"Legend",2016-03-03,"Biography, Crime, Drama",132,"UK, France, USA","English","Brian Helgeland","Brian Helgeland, John Pearson","Paul Anderson, Tom Hardy, Christopher Eccleston, Joshua Hill, Emily Browning, Colin Morgan, Tara Fitzgerald, Nicholas Farrell, Adam Fogerty, Mel Raido, Major Johnson Finley, Millie Brady, Chris Mason, Stephen Thompson, Sam Spruell","Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.",6.9,153742,3e+07,42972994,268,12972994,0.00505935654821752,0.044751624890309,0.00390472471690746,0.125,4,0.176844308093618,0.0605592465929945
"Cars 3",2017-09-14,"Animation, Adventure, Comedy",102,"USA","English","Brian Fee","Brian Fee, Ben Queen","Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy, Armie Hammer, Ray Magliozzi, Tony Shalhoub, Bonnie Hunt, Lea DeLaria, Kerry Washington, Bob Costas, Margo Martindale, Darrell Waltrip, Isiah Whitlock Jr.","Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.",6.7,71587,1.75e+08,383930656,341,208930656,0.0818036368490157,0.00716388355875455,0.0110308473252636,0.0416666666666669,3,0.14113509078172,0.0480473196732213
"Incredibles 2",2018-09-19,"Animation, Action, Adventure",118,"USA","English","Brad Bird","Brad Bird","Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Catherine Keener, Eli Fucile, Bob Odenkirk, Samuel L. Jackson, Michael Bird, Sophia Bush, Brad Bird, Phil LaMarr, Isabella Rossellini, Adam Gates, Jonathan Banks","The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.",7.6,239495,2e+08,1242805359,1074,1042805359,0.408379864028011,0.0839855313160262,0.0825849277625927,0.416666666666667,2,0.988350902340382,0.344897912250231
"Allied",2017-01-12,"Action, Drama, Romance",124,"UK, USA","English","Robert Zemeckis","Steven Knight","Brad Pitt, Vincent Ebrahim, Xavier de Guillebon, Marion Cotillard, Camille Cottin, Michael McKell, Vincent Latorre, Fleur Poad, August Diehl, Miryam Hayward, Iselle Rifat, Aysha Kanayo, Anton Blake, Daniel Betts, Sally Messham","In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",7.1,137686,8.5e+07,119520023,309,34520023,0.013497971381382,0.0374056474717777,0.0079070675517376,0.208333333333333,3,0.265824231922012,0.0917363596208088
"The Martian",2015-10-01,"Adventure, Drama, Sci-Fi",144,"UK, USA, Hungary, Jordan","English","Ridley Scott","Drew Goddard, Andy Weir","Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Sean Bean, Kate Mara, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor, Benedict Wong, Mackenzie Davis, Donald Glover, Nick Mohammed, Shu Chen","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",8,740757,1.08e+08,630161890,1328,522161890,0.204476592709557,0.313324054781885,0.107379929714955,0.583333333333333,5,1.18848038746845,0.415020017435099
"Bridge of Spies",2015-12-16,"Drama, History, Thriller",142,"Germany, India, USA","English","Steven Spielberg","Matt Charman, Ethan Coen","Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera, Brian Hutchison, Tom Hanks, Joshua Harto, Henny Russell, Rebekah Brockman, Alan Alda, John Rue, Billy Magnussen, Amy Ryan, Jillian Lebling, Noah Schnapp","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",7.6,281247,4e+07,165478348,467,125478348,0.0491206212856817,0.103088000746676,0.0233307301835221,0.416666666666667,5,0.586186079314442,0.203985922176245
"Kong: Skull Island",2017-03-09,"Action, Adventure, Fantasy",118,"USA, China","English","Jordan Vogt-Roberts","Dan Gilroy, Max Borenstein","Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly, John Goodman, Corey Hawkins, John Ortiz, Tian Jing, Toby Kebbell, Jason Mitchell, Shea Whigham, Thomas Mann, Eugene Cordero, Marc Evan Jackson, Will Brittain","After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",6.6,262000,1.85e+08,566652812,951,381652812,0.149448032168563,0.0942820697941058,0.0705778992581023,0,3,0.309506254549347,0.107041827395343
"Lion",2016-12-22,"Biography, Drama",118,"UK, Australia, USA","English","Garth Davis","Saroo Brierley, Luke Davies","Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki, Shankar Nisode, Tannishtha Chatterjee, Nawazuddin Siddiqui, Riddhi Sen, Koushik Sen, Rita Boy, Udayshankar Pal, Surojit Das, Deepti Naval, Menik Gooneratne, David Wenham","A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",8,206737,1.2e+07,140312928,554,128312928,0.0502307478295217,0.0689980170985219,0.0318235064427958,0.583333333333333,4,0.730507853798738,0.254553916414466
"Rogue One",2016-12-15,"Action, Adventure, Sci-Fi",133,"USA","English","Gareth Edwards","Chris Weitz, Tony Gilroy","Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Wen Jiang, Ben Mendelsohn, Guy Henry, Forest Whitaker, Riz Ahmed, Mads Mikkelsen, Jimmy Smits, Alistair Petrie, Genevieve O'Reilly, Ben Daniels, Paul Kasey","The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.",7.8,538641,2e+08,1056057720,1781,856057720,0.335242569947985,0.220851485529028,0.151600937133932,0.5,4,1.1933698994316,0.416733222623046
"The Equalizer 2",2018-09-13,"Action, Crime, Thriller",121,"USA","English","Antoine Fuqua","Richard Wenk, Michael Sloan","Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean, Bill Pullman, Melissa Leo, Jonathan Scarfe, Sakina Jaffrey, Kazy Tauginas, Garrett Golden, Adam Karst, Alican Barlas, Rhys Olivia Cote, Tamara Hickey, Ken Baltin","Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?",6.7,125883,6.2e+07,190400157,724,128400157,0.0502649099375916,0.0320055122281975,0.0484185864896525,0.0416666666666669,2,0.170778732209994,0.0584339678023849
"Solo: A Star Wars Story",2018-05-23,"Action, Adventure, Sci-Fi",135,"USA","English","Ron Howard","Jonathan Kasdan, Lawrence Kasdan","Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany, Jon Favreau, Erin Kellyman, Linda Hunt, Ian Kenny, John Tui, Anna Francolini, Andrew Woodall","During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",6.9,278319,2.75e+08,392924807,2486,117924807,0.0461623747856414,0.101748375567213,0.220421710269426,0.125,2,0.48701540011568,0.169238134794589
"La La Land",2017-01-26,"Comedy, Drama, Music",128,"USA, Hong Kong","English","Damien Chazelle","Damien Chazelle","Ryan Gosling, Emma Stone, Amiée Conn, Terry Walters, Thom Shelton, Cinda Adams, Callie Hernandez, Jessica Rothe, Sonoya Mizuno, Rosemarie DeWitt, J.K. Simmons, Claudine Claudio, Jason Fuchs, D.A. Wallach, Trevor Lissauer","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",8,488112,3e+07,446486384,1793,416486384,0.163090149481873,0.197733343215814,0.152772354549004,0.583333333333333,3,1.08672027676163,0.379364935516304
"The Nice Guys",2016-06-01,"Action, Comedy, Crime",116,"USA","English","Shane Black","Shane Black, Anthony Bagarozzi","Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer, Margaret Qualley, Yaya DaCosta, Keith David, Beau Knapp, Lois Smith, Murielle Telio, Gil Gerard, Daisy Tahan, Kim Basinger, Jack Kilmer, Lance Valentine Butler","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",7.4,270133,5e+07,62788218,456,12788218,0.0049869914210154,0.0980030983407498,0.0222569308863725,0.333333333333334,4,0.453954968241967,0.157654299060329
"Baby Driver",2017-09-07,"Action, Crime, Drama",113,"UK, USA","English","Edgar Wright","Edgar Wright","Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González, Micah Howard, Lily James, Morgan Brown, Kevin Spacey, Morse Diggs, CJ Jones, Sky Ferreira, Lance Palmer, Hudson Meek, Viviana Chavez, Hal Whiteside","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",7.6,422594,3.4e+07,226945087,1115,192945087,0.0755430957934495,0.167757399736284,0.0865872705974229,0.416666666666667,3,0.739146335599638,0.257580699444926
"Guardians of the Galaxy Vol. 2",2017-04-25,"Action, Adventure, Comedy",136,"USA","English","James Gunn","James Gunn, Dan Abnett","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Pom Klementieff, Sylvester Stallone, Kurt Russell, Elizabeth Debicki, Chris Sullivan, Sean Gunn, Tommy Flanagan, Laura Haddock","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",7.6,550182,2e+08,863756051,1047,663756051,0.259930111953629,0.226131749940293,0.0799492385786802,0.416666666666667,3,0.973762786891144,0.33978647469606
"Manchester by the Sea",2017-02-16,"Drama",137,"USA","English","Kenneth Lonergan","Kenneth Lonergan","Casey Affleck, Ben O'Brien, Kyle Chandler, Richard Donelly, Virginia Loring Cooke, Quincy Tyler Bernstine, Missy Yager, Stephen McKinley Henderson, Ben Hanson, Mary Mallen, Lewis D. Wheeler, Anthony Estrella, C.J. Wilson, Susan Pourfar, Robert Sella","A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.",7.8,238464,9e+06,78988148,806,69988148,0.0273886031584836,0.0835138258651975,0.0564232721593128,0.5,3,0.663249863376455,0.230987814318635
